"","salary","age","elevel","car","zipcode","credit","brand","Age_Level","Age_Brackets"
"2483",22456.03771,22,"0","4","0",403255.3605,"Sony",1,"<40"
"2484",150000,62,"0","8","6",127396.9181,"Sony",3,"60+"
"2485",96138.09055,72,"0","13","0",171290.4246,"Sony",3,"60+"
"2486",130645.0858,31,"4","5","6",468355.1149,"Sony",1,"<40"
"2487",40423.28017,78,"2","7","0",24177.24093,"Acer",3,"60+"
"2488",109362.6838,51,"0","16","6",162510.1066,"Acer",2,"40-60"
"2489",121171.7423,74,"4","3","8",237749.8038,"Sony",3,"60+"
"2490",101624.0683,66,"1","6","7",285535.1441,"Sony",3,"60+"
"2491",54110.66587,27,"1","5","3",387556.3695,"Acer",1,"<40"
"2492",118101.9772,36,"1","15","0",95554.02227,"Sony",1,"<40"
"2493",125770.5264,40,"2","18","1",119322.8335,"Sony",2,"40-60"
"2494",82186.3432,33,"0","15","6",107196.2381,"Acer",1,"<40"
"2495",131675.1106,68,"2","19","7",331717.3047,"Sony",3,"60+"
"2496",115425.4514,61,"1","19","0",348307.3543,"Sony",3,"60+"
"2497",118627.5852,71,"1","18","5",401835.0141,"Sony",3,"60+"
"2498",71429.2508,35,"2","4","1",159527.3931,"Acer",1,"<40"
"2499",116588.9537,52,"2","12","1",292866.4506,"Acer",2,"40-60"
"2500",95674.62944,59,"0","5","7",28109.61829,"Acer",2,"40-60"
"2501",44393.37166,50,"2","3","3",478640.2151,"Sony",2,"40-60"
"2502",53115.43134,23,"2","17","8",467840.4762,"Acer",1,"<40"
"2503",126529.864,41,"2","17","7",445515.479,"Sony",2,"40-60"
"2504",129209.6079,20,"3","6","2",338273.0192,"Sony",1,"<40"
"2505",53058.27664,53,"4","20","0",280727.1518,"Sony",2,"40-60"
"2506",36226.0616,35,"3","11","8",317037.7812,"Sony",1,"<40"
"2507",111278.3673,24,"3","13","8",18300.17476,"Sony",1,"<40"
"2508",34556.76741,23,"1","20","3",345752.721,"Sony",1,"<40"
"2509",72544.24803,52,"2","10","1",331794.7163,"Acer",2,"40-60"
"2510",119984.0569,42,"1","1","4",84330.807,"Acer",2,"40-60"
"2511",23708.33493,45,"1","2","1",266488.2398,"Sony",2,"40-60"
"2512",43803.96584,26,"1","10","7",344188.0982,"Sony",1,"<40"
"2513",69574.33966,35,"1","20","4",134071.0708,"Acer",1,"<40"
"2514",54962.42639,35,"1","6","4",360186.1862,"Acer",1,"<40"
"2515",80289.20271,41,"1","7","0",99920.55038,"Acer",2,"40-60"
"2516",72494.00892,34,"3","10","2",400106.6956,"Acer",1,"<40"
"2517",44875.0665,40,"4","5","8",64995.94601,"Sony",2,"40-60"
"2518",92997.69815,58,"1","8","0",398888.687,"Acer",2,"40-60"
"2519",125068.7282,67,"3","7","4",278473.1246,"Sony",3,"60+"
"2520",47044.77927,60,"0","7","2",352663.8148,"Sony",3,"60+"
"2521",39477.25962,53,"3","4","8",141410.9124,"Sony",2,"40-60"
"2522",56219.22578,80,"0","11","6",418537.1739,"Acer",3,"60+"
"2523",79646.76126,61,"1","5","2",5e+05,"Sony",3,"60+"
"2524",127701.1537,64,"4","5","0",18739.22931,"Sony",3,"60+"
"2525",26071.79891,73,"2","4","5",21958.47465,"Sony",3,"60+"
"2526",76274.07847,47,"0","19","8",379634.4835,"Acer",2,"40-60"
"2527",92891.9923,28,"0","14","3",320389.2186,"Acer",1,"<40"
"2528",127280.4235,31,"3","8","4",403783.0986,"Sony",1,"<40"
"2529",34609.09359,74,"1","11","4",287185.877,"Acer",3,"60+"
"2530",51037.26294,43,"3","13","0",1959.773952,"Sony",2,"40-60"
"2531",83571.52647,59,"4","14","6",161987.8435,"Sony",2,"40-60"
"2532",53190.0582,74,"4","13","4",385117.2068,"Acer",3,"60+"
"2533",70165.8346,27,"1","8","8",20933.2082,"Acer",1,"<40"
"2534",30487.07993,75,"4","6","3",145878.5959,"Sony",3,"60+"
"2535",65204.99119,38,"0","14","8",387802.7865,"Acer",1,"<40"
"2536",150000,34,"0","2","7",204582.6128,"Sony",1,"<40"
"2537",131554.3917,61,"4","20","0",5e+05,"Sony",3,"60+"
"2538",112272.6356,73,"4","6","5",61666.14091,"Sony",3,"60+"
"2539",32847.01061,40,"3","19","0",326362.0342,"Sony",2,"40-60"
"2540",123029.3894,25,"4","12","4",370699.2601,"Sony",1,"<40"
"2541",67212.14368,20,"4","12","3",34338.9515,"Acer",1,"<40"
"2542",60527.32154,61,"4","2","2",494599.3579,"Acer",3,"60+"
"2543",58432.01452,22,"3","19","4",468050.0751,"Acer",1,"<40"
"2544",134321.6657,52,"4","19","5",5e+05,"Sony",2,"40-60"
"2545",42681.57817,66,"3","13","0",30044.66145,"Acer",3,"60+"
"2546",61279.33653,38,"0","18","7",208311.5555,"Acer",1,"<40"
"2547",101607.7161,74,"0","4","3",23570.76714,"Sony",3,"60+"
"2548",70672.65805,62,"4","19","6",432661.5983,"Acer",3,"60+"
"2549",123706.1582,41,"3","5","2",132345.6081,"Acer",2,"40-60"
"2550",36670.14682,45,"2","3","0",435010.6542,"Sony",2,"40-60"
"2551",47922.88713,66,"1","6","3",497537.6717,"Acer",3,"60+"
"2552",81218.54193,23,"4","12","0",493626.9647,"Acer",1,"<40"
"2553",53076.87131,47,"1","14","7",268313.723,"Sony",2,"40-60"
"2554",58387.0908,37,"1","10","3",473730.7072,"Sony",1,"<40"
"2555",39114.24183,40,"2","16","7",214310.4531,"Sony",2,"40-60"
"2556",98942.75401,20,"1","4","7",47516.34491,"Sony",1,"<40"
"2557",146160.0166,62,"3","5","2",396886.8562,"Sony",3,"60+"
"2558",113837.5027,55,"2","9","2",182277.0739,"Acer",2,"40-60"
"2559",123843.4988,70,"1","10","8",142358.3081,"Sony",3,"60+"
"2560",47053.97689,36,"4","8","4",172393.3098,"Sony",1,"<40"
"2561",115374.9625,53,"3","18","8",278182.1146,"Acer",2,"40-60"
"2562",67817.25975,42,"0","5","2",272888.3916,"Sony",2,"40-60"
"2563",74566.18638,52,"3","4","2",498333.3012,"Acer",2,"40-60"
"2564",81533.7983,57,"4","7","0",311185.908,"Acer",2,"40-60"
"2565",118150.0259,68,"4","4","2",223150.3539,"Sony",3,"60+"
"2566",55767.06308,60,"1","3","4",301576.3043,"Acer",3,"60+"
"2567",75906.66395,51,"0","18","7",379315.6605,"Sony",2,"40-60"
"2568",63031.53,20,"4","10","7",0,"Acer",1,"<40"
"2569",141807.9842,65,"2","16","2",146045.1512,"Sony",3,"60+"
"2570",90262.11826,61,"3","7","6",105117.4756,"Sony",3,"60+"
"2571",86185.20588,60,"4","19","0",193452.47,"Sony",3,"60+"
"2572",56610.863,74,"0","16","2",241163.4053,"Acer",3,"60+"
"2573",132111.7282,28,"2","11","3",453980.6894,"Sony",1,"<40"
"2574",141185.6322,29,"3","15","4",430117.2697,"Sony",1,"<40"
"2575",150000,49,"1","14","1",209077.2795,"Sony",2,"40-60"
"2576",54194.00575,79,"0","2","2",146571.9348,"Acer",3,"60+"
"2577",62312.98743,55,"3","5","8",5e+05,"Sony",2,"40-60"
"2578",72240.43718,66,"3","7","6",11546.62041,"Sony",3,"60+"
"2579",112413.1499,31,"0","12","8",115266.8386,"Sony",1,"<40"
"2580",41086.44686,41,"2","14","1",391724.3101,"Sony",2,"40-60"
"2581",30872.67502,50,"2","1","6",395166.5246,"Sony",2,"40-60"
"2582",147548.9575,40,"1","5","4",78462.8639,"Sony",2,"40-60"
"2583",56095.16599,50,"4","10","3",213189.9107,"Sony",2,"40-60"
"2584",66169.89555,32,"4","11","3",241286.6789,"Acer",1,"<40"
"2585",47028.45994,62,"2","7","5",389293.3725,"Acer",3,"60+"
"2586",124648.9101,33,"4","7","6",123539.0884,"Sony",1,"<40"
"2587",132026.2429,77,"3","5","8",444945.7086,"Sony",3,"60+"
"2588",56674.41196,20,"2","4","7",98861.75247,"Acer",1,"<40"
"2589",139360.659,78,"2","17","4",223992.0361,"Sony",3,"60+"
"2590",58952.15005,35,"3","6","3",405301.7143,"Acer",1,"<40"
"2591",110942.105,76,"4","20","0",370864.9046,"Sony",3,"60+"
"2592",21902.37346,74,"4","1","3",161455.7578,"Acer",3,"60+"
"2593",107160.0775,52,"3","15","8",410494.5276,"Acer",2,"40-60"
"2594",116953.1442,32,"0","11","3",175557.2606,"Sony",1,"<40"
"2595",80294.51084,34,"3","10","6",382960.3588,"Acer",1,"<40"
"2596",124305.1304,66,"0","8","1",258918.9402,"Sony",3,"60+"
"2597",127457.1732,31,"0","1","5",283191.6295,"Sony",1,"<40"
"2598",127133.1992,55,"3","2","0",460637.2637,"Acer",2,"40-60"
"2599",69132.19224,35,"2","13","7",422710.4011,"Acer",1,"<40"
"2600",140768.4066,31,"4","18","5",311599.211,"Sony",1,"<40"
"2601",59541.86332,42,"0","8","5",246963.2836,"Sony",2,"40-60"
"2602",90040.40365,43,"0","10","3",118228.2219,"Acer",2,"40-60"
"2603",72084.41383,66,"2","16","5",492824.0304,"Acer",3,"60+"
"2604",25235.44454,20,"4","4","3",193805.0311,"Sony",1,"<40"
"2605",29876.96397,62,"0","15","8",329883.326,"Sony",3,"60+"
"2606",49031.74327,51,"1","20","6",404712.226,"Sony",2,"40-60"
"2607",56900.89383,53,"2","10","2",155110.5773,"Sony",2,"40-60"
"2608",109982.334,60,"2","3","8",299561.0038,"Acer",3,"60+"
"2609",73033.5469,79,"1","8","1",337843.6617,"Acer",3,"60+"
"2610",70993.82718,55,"0","2","3",196275.5117,"Sony",2,"40-60"
"2611",107229.3974,53,"4","5","7",16616.75623,"Acer",2,"40-60"
"2612",112577.4471,25,"4","1","3",458331.7405,"Sony",1,"<40"
"2613",134127.3122,28,"2","10","4",225030.1477,"Sony",1,"<40"
"2614",144175.952,47,"0","6","6",498242.3406,"Sony",2,"40-60"
"2615",49758.92231,74,"0","18","5",358393.5222,"Acer",3,"60+"
"2616",55086.56162,56,"0","15","6",411964.4004,"Sony",2,"40-60"
"2617",90759.85546,67,"4","13","5",206978.8944,"Sony",3,"60+"
"2618",32084.10944,61,"3","13","8",112755.5598,"Acer",3,"60+"
"2619",150000,69,"0","17","5",331819.4612,"Sony",3,"60+"
"2620",33546.15553,33,"4","1","6",351415.8514,"Sony",1,"<40"
"2621",131931.918,58,"2","6","5",120332.6237,"Sony",2,"40-60"
"2622",137593.9842,39,"1","14","3",356352.1505,"Sony",1,"<40"
"2623",69527.50485,71,"4","12","7",5e+05,"Acer",3,"60+"
"2624",110653.7297,21,"1","19","6",47824.41477,"Sony",1,"<40"
"2625",34125.40453,23,"3","17","0",35649.91624,"Sony",1,"<40"
"2626",92101.89739,37,"1","18","3",203244.2794,"Acer",1,"<40"
"2627",125822.3872,26,"3","6","0",486023.8316,"Sony",1,"<40"
"2628",105006.2886,66,"3","11","6",179343.32,"Sony",3,"60+"
"2629",59031.3968,32,"2","11","4",80589.57775,"Acer",1,"<40"
"2630",104014.114,73,"3","6","6",187398.42,"Sony",3,"60+"
"2631",35138.82481,57,"0","12","7",145647.7784,"Sony",2,"40-60"
"2632",58225.24152,47,"1","14","1",171015.0815,"Sony",2,"40-60"
"2633",133731.7731,80,"2","18","7",259676.2699,"Sony",3,"60+"
"2634",111937.8443,23,"3","14","3",133265.4466,"Sony",1,"<40"
"2635",135005.1892,37,"1","10","8",0,"Sony",1,"<40"
"2636",98611.82261,40,"0","5","0",144478.5691,"Acer",2,"40-60"
"2637",111474.4973,49,"0","15","3",440727.1747,"Acer",2,"40-60"
"2638",54387.37964,70,"1","15","3",283749.5025,"Acer",3,"60+"
"2639",111006.3559,20,"2","4","1",256069.0525,"Sony",1,"<40"
"2640",37412.59086,73,"0","3","0",16034.77611,"Acer",3,"60+"
"2641",55030.64512,36,"3","11","4",109956.5131,"Sony",1,"<40"
"2642",104110.0887,69,"0","6","1",403124.1914,"Sony",3,"60+"
"2643",81215.68932,64,"3","9","3",171495.6596,"Sony",3,"60+"
"2644",141243.6539,63,"2","5","2",183825.2494,"Sony",3,"60+"
"2645",128330.4252,28,"1","7","6",462238.7141,"Sony",1,"<40"
"2646",30333.467,41,"1","8","2",263167.3882,"Sony",2,"40-60"
"2647",71914.19047,65,"0","11","0",133083.1849,"Sony",3,"60+"
"2648",97946.85646,39,"4","8","3",203409.6472,"Acer",1,"<40"
"2649",44569.14288,45,"2","14","1",376935.2485,"Sony",2,"40-60"
"2650",79292.4939,74,"3","7","0",20552.21914,"Sony",3,"60+"
"2651",88684.42584,47,"4","6","3",168247.0217,"Acer",2,"40-60"
"2652",59148.76395,65,"1","13","7",31838.67341,"Acer",3,"60+"
"2653",89066.28487,36,"4","3","8",177358.1696,"Acer",1,"<40"
"2654",71791.29556,48,"1","10","6",188699.9165,"Sony",2,"40-60"
"2655",98860.28138,70,"2","15","1",219758.6857,"Sony",3,"60+"
"2656",45245.74867,54,"1","8","8",449150.8776,"Sony",2,"40-60"
"2657",51945.93377,23,"3","13","6",303129.7705,"Acer",1,"<40"
"2658",144767.8898,51,"4","3","4",66589.91589,"Sony",2,"40-60"
"2659",26834.60964,77,"3","2","3",342834.8494,"Sony",3,"60+"
"2660",43575.06615,59,"2","8","1",465293.6142,"Acer",2,"40-60"
"2661",144407.8989,78,"3","19","8",482244.3182,"Sony",3,"60+"
"2662",142994.7683,33,"3","10","7",273754.0618,"Sony",1,"<40"
"2663",148814.1001,28,"2","10","2",313204.4658,"Sony",1,"<40"
"2664",146528.2264,33,"2","9","7",59482.36685,"Sony",1,"<40"
"2665",114796.5658,49,"4","12","7",85769.23342,"Acer",2,"40-60"
"2666",35710.16058,54,"0","9","0",232112.7491,"Sony",2,"40-60"
"2667",110521.2896,34,"4","16","0",492096.3229,"Sony",1,"<40"
"2668",145623.9672,74,"3","17","2",434197.4785,"Sony",3,"60+"
"2669",148813.4067,43,"3","9","1",175685.9679,"Sony",2,"40-60"
"2670",131743.9626,54,"0","20","8",262920.2207,"Sony",2,"40-60"
"2671",78849.21768,74,"0","10","5",288186.3319,"Sony",3,"60+"
"2672",68552.55342,44,"4","6","8",169226.4378,"Sony",2,"40-60"
"2673",58773.95932,44,"0","16","2",232473.3517,"Sony",2,"40-60"
"2674",146645.6214,42,"1","12","8",97794.30771,"Sony",2,"40-60"
"2675",126636.8666,77,"3","1","7",9269.189427,"Sony",3,"60+"
"2676",90414.23552,68,"2","19","7",121155.6938,"Sony",3,"60+"
"2677",74837.80453,49,"0","5","3",389789.727,"Acer",2,"40-60"
"2678",87234.51531,57,"1","12","1",177170.5751,"Acer",2,"40-60"
"2679",81730.43025,76,"0","13","1",437942.9461,"Sony",3,"60+"
"2680",125344.6329,42,"0","10","1",240953.1372,"Sony",2,"40-60"
"2681",68660.22961,21,"1","6","1",268930.4729,"Acer",1,"<40"
"2682",124733.9358,42,"0","7","0",476885.5615,"Acer",2,"40-60"
"2683",52668.24637,73,"0","1","1",396814.0501,"Acer",3,"60+"
"2684",136940.9061,69,"1","13","6",302309.0236,"Sony",3,"60+"
"2685",124504.8134,61,"1","5","2",30073.77434,"Sony",3,"60+"
"2686",124123.2611,35,"2","4","7",21514.02076,"Sony",1,"<40"
"2687",86262.59232,63,"2","6","3",113409.2901,"Sony",3,"60+"
"2688",28760.15673,75,"0","7","8",427625.2668,"Acer",3,"60+"
"2689",140024.342,74,"1","7","4",278143.4225,"Sony",3,"60+"
"2690",68720.38319,65,"3","10","7",29467.36029,"Acer",3,"60+"
"2691",69012.86928,66,"0","12","0",382354.3501,"Acer",3,"60+"
"2692",87202.79325,29,"2","18","0",473726.9108,"Acer",1,"<40"
"2693",73181.64783,56,"1","3","2",288666.2621,"Sony",2,"40-60"
"2694",40472.6178,36,"3","9","4",27757.31013,"Sony",1,"<40"
"2695",99678.07645,70,"1","8","1",406925.9226,"Sony",3,"60+"
"2696",68680.97114,61,"0","11","4",424099.3355,"Sony",3,"60+"
"2697",53929.2237,23,"0","15","3",120792.826,"Acer",1,"<40"
"2698",65762.52034,50,"0","10","1",151590.7953,"Sony",2,"40-60"
"2699",123636.8336,47,"3","7","2",326631.6367,"Sony",2,"40-60"
"2700",130064.15,59,"4","18","0",479830.5007,"Sony",2,"40-60"
"2701",146933.5452,77,"0","19","8",180801.2044,"Sony",3,"60+"
"2702",36454.2559,32,"1","20","6",433554.4454,"Sony",1,"<40"
"2703",23020.05271,57,"4","19","3",139970.3456,"Sony",2,"40-60"
"2704",40611.17249,60,"2","6","3",5e+05,"Sony",3,"60+"
"2705",22500.95692,70,"4","4","3",197371.1238,"Sony",3,"60+"
"2706",105469.9862,33,"2","2","0",393729.3872,"Sony",1,"<40"
"2707",108282.155,25,"2","4","2",420460.579,"Sony",1,"<40"
"2708",89512.31701,25,"4","11","4",65806.68544,"Acer",1,"<40"
"2709",75361.63319,47,"0","7","4",286135.7348,"Acer",2,"40-60"
"2710",35141.40317,67,"4","14","5",394154.532,"Acer",3,"60+"
"2711",117678.7539,47,"1","1","7",404351.0285,"Acer",2,"40-60"
"2712",85771.16204,58,"1","3","7",99067.36749,"Acer",2,"40-60"
"2713",140590.0095,47,"2","1","0",497022.4742,"Sony",2,"40-60"
"2714",136790.4965,55,"4","16","7",208073.3915,"Sony",2,"40-60"
"2715",20000,63,"4","15","7",220804.6,"Sony",3,"60+"
"2716",106287.5271,50,"4","4","1",179375.6682,"Acer",2,"40-60"
"2717",130707.3908,61,"2","20","2",418737.4223,"Sony",3,"60+"
"2718",107601.0819,52,"2","7","6",282673.1384,"Acer",2,"40-60"
"2719",74734.12912,51,"3","8","4",385513.1002,"Acer",2,"40-60"
"2720",57204.13467,65,"3","20","8",120859.4793,"Acer",3,"60+"
"2721",48607.94381,56,"0","8","6",389571.8327,"Sony",2,"40-60"
"2722",78335.67229,25,"0","12","2",292751.9243,"Acer",1,"<40"
"2723",107692.4743,56,"2","12","7",309563.5052,"Acer",2,"40-60"
"2724",37894.78815,60,"3","18","5",267751.7513,"Acer",3,"60+"
"2725",141914.0684,62,"0","8","8",163681.3282,"Sony",3,"60+"
"2726",44543.66954,31,"1","13","5",380209.6083,"Sony",1,"<40"
"2727",101632.2871,47,"2","2","2",407884.7845,"Acer",2,"40-60"
"2728",104587.5223,52,"0","20","7",411832.2163,"Acer",2,"40-60"
"2729",120770.1713,43,"4","20","1",194597.0224,"Sony",2,"40-60"
"2730",131050.2667,24,"0","14","2",416287.3406,"Sony",1,"<40"
"2731",79597.31919,70,"3","18","4",120750.1778,"Sony",3,"60+"
"2732",134619.1156,63,"1","5","7",170934.4332,"Sony",3,"60+"
"2733",65819.72789,55,"3","11","1",239522.2151,"Sony",2,"40-60"
"2734",106050.3406,41,"4","4","3",339863.9979,"Acer",2,"40-60"
"2735",111372.4723,44,"2","9","0",73753.53989,"Acer",2,"40-60"
"2736",108615.3572,40,"2","9","4",436806.5327,"Sony",2,"40-60"
"2737",97973.06226,63,"2","16","2",378674.2819,"Sony",3,"60+"
"2738",106225.3169,62,"3","2","5",396333.0578,"Sony",3,"60+"
"2739",45007.40951,66,"4","5","7",52873.01812,"Acer",3,"60+"
"2740",109015.1278,26,"2","12","4",488178.0119,"Sony",1,"<40"
"2741",103061.6444,79,"4","3","3",219753.8131,"Sony",3,"60+"
"2742",79196.86053,66,"2","14","2",302154.4272,"Sony",3,"60+"
"2743",133686.0803,63,"2","2","5",450122.1164,"Sony",3,"60+"
"2744",31163.0723,44,"0","13","3",99838.27597,"Sony",2,"40-60"
"2745",103899.3153,66,"2","10","8",244985.8084,"Sony",3,"60+"
"2746",100434.3283,38,"4","19","2",153469.286,"Acer",1,"<40"
"2747",84210.46901,39,"2","12","1",329644.8441,"Acer",1,"<40"
"2748",76104.68528,52,"4","13","6",283774.4022,"Sony",2,"40-60"
"2749",107690.9173,51,"3","8","1",62071.53679,"Acer",2,"40-60"
"2750",132525.4401,34,"2","17","2",481932.2424,"Sony",1,"<40"
"2751",40241.40516,62,"2","10","7",320321.5139,"Acer",3,"60+"
"2752",43310.00287,72,"0","16","2",0,"Acer",3,"60+"
"2753",88860.07632,29,"1","14","3",126961.6416,"Acer",1,"<40"
"2754",133141.3573,59,"0","16","0",440738.8359,"Sony",2,"40-60"
"2755",95574.06751,72,"3","10","4",63839.05243,"Sony",3,"60+"
"2756",64608.6596,74,"4","15","3",443443.5427,"Acer",3,"60+"
"2757",107864.6773,20,"4","7","0",205941.2344,"Sony",1,"<40"
"2758",120431.1414,54,"3","1","5",441768.7756,"Acer",2,"40-60"
"2759",149025.2056,22,"1","5","2",171346.5213,"Sony",1,"<40"
"2760",105193.4004,32,"2","11","0",353548.989,"Sony",1,"<40"
"2761",113896.5836,65,"2","8","6",334689.6103,"Sony",3,"60+"
"2762",98015.24751,74,"4","20","0",68100.86316,"Sony",3,"60+"
"2763",139667.338,73,"2","20","4",196901.112,"Sony",3,"60+"
"2764",98564.85543,68,"0","6","7",371689.7757,"Sony",3,"60+"
"2765",51319.14547,80,"2","13","0",146483.1134,"Acer",3,"60+"
"2766",91360.87069,51,"1","3","3",334374.6191,"Acer",2,"40-60"
"2767",148225.788,74,"4","13","1",207018.3086,"Sony",3,"60+"
"2768",91603.0444,72,"3","5","4",471317.116,"Sony",3,"60+"
"2769",133921.4815,72,"2","12","0",178466.6779,"Sony",3,"60+"
"2770",100350.3566,26,"2","13","3",172146.4679,"Sony",1,"<40"
"2771",44902.85961,38,"4","7","3",221258.1755,"Sony",1,"<40"
"2772",39817.96855,23,"1","20","5",476437.5503,"Sony",1,"<40"
"2773",40332.7291,59,"4","12","8",393785.8337,"Sony",2,"40-60"
"2774",69563.97449,67,"0","5","0",341193.4208,"Acer",3,"60+"
"2775",30320.17294,79,"4","6","5",224247.6551,"Acer",3,"60+"
"2776",94582.00635,77,"1","9","4",287056.7475,"Sony",3,"60+"
"2777",91850.42162,76,"0","1","3",494372.4146,"Sony",3,"60+"
"2778",96531.99452,63,"0","9","3",293550.3895,"Sony",3,"60+"
"2779",129162.511,40,"2","15","1",394593.5159,"Sony",2,"40-60"
"2780",75236.85841,26,"1","5","7",317786.6365,"Acer",1,"<40"
"2781",125868.6851,43,"1","7","6",59756.59833,"Acer",2,"40-60"
"2782",41015.69891,66,"1","15","4",150557.7037,"Acer",3,"60+"
"2783",68336.08688,75,"1","18","3",41107.07076,"Acer",3,"60+"
"2784",129665.9791,53,"0","10","8",424170.1235,"Sony",2,"40-60"
"2785",53873.88421,61,"3","8","4",441657.4966,"Acer",3,"60+"
"2786",82547.87057,35,"4","20","7",260532.758,"Acer",1,"<40"
"2787",58740.84339,35,"3","7","2",161689.6688,"Acer",1,"<40"
"2788",137408.4208,27,"4","5","4",284313.1686,"Sony",1,"<40"
"2789",49911.55988,41,"0","14","5",290089.8952,"Sony",2,"40-60"
"2790",118430.3131,78,"1","4","7",194011.6863,"Sony",3,"60+"
"2791",136146.4958,79,"2","5","5",459900.6761,"Sony",3,"60+"
"2792",85196.45092,69,"1","13","3",184848.5304,"Sony",3,"60+"
"2793",142470.6359,30,"2","7","2",411247.0359,"Sony",1,"<40"
"2794",131094.7576,31,"2","12","2",296793.5474,"Sony",1,"<40"
"2795",78299.2571,67,"2","12","5",0,"Sony",3,"60+"
"2796",43283.63351,69,"2","3","0",343214.7122,"Acer",3,"60+"
"2797",39136.55811,35,"4","3","6",121826.6696,"Sony",1,"<40"
"2798",22028.57691,74,"1","7","4",331600.693,"Sony",3,"60+"
"2799",145389.8117,36,"3","12","0",243431.9864,"Sony",1,"<40"
"2800",43193.43307,69,"2","9","3",268787.5377,"Acer",3,"60+"
"2801",71836.61304,48,"2","12","6",315566.5405,"Sony",2,"40-60"
"2802",109629.4491,52,"0","12","4",166851.4587,"Acer",2,"40-60"
"2803",120818.8875,20,"3","13","7",218472.0463,"Sony",1,"<40"
"2804",43120.63635,54,"3","12","6",176388.8264,"Sony",2,"40-60"
"2805",114900.5567,79,"0","2","8",414042.9683,"Sony",3,"60+"
"2806",93601.66491,41,"0","14","8",456019.2062,"Acer",2,"40-60"
"2807",108162.9275,69,"4","3","1",184202.6445,"Sony",3,"60+"
"2808",46980.88866,55,"0","11","7",281468.7753,"Sony",2,"40-60"
"2809",77555.19757,46,"4","15","8",141818.0814,"Acer",2,"40-60"
"2810",86843.76755,59,"3","9","4",159404.8406,"Acer",2,"40-60"
"2811",23758.41827,46,"3","3","2",165917.4008,"Sony",2,"40-60"
"2812",20000,45,"0","16","3",85687.43273,"Sony",2,"40-60"
"2813",24663.18316,20,"0","7","1",447020.1688,"Sony",1,"<40"
"2814",90580.66089,62,"3","18","2",430619.5424,"Sony",3,"60+"
"2815",108526.3792,53,"4","5","0",202647.1716,"Acer",2,"40-60"
"2816",124784.4543,57,"0","8","8",208799.34,"Sony",2,"40-60"
"2817",20000,48,"4","14","6",305192.0758,"Sony",2,"40-60"
"2818",148390.2692,62,"4","8","0",165493.63,"Sony",3,"60+"
"2819",137659.6854,79,"1","8","8",72616.5352,"Sony",3,"60+"
"2820",107249.7069,73,"1","14","8",477654.1088,"Sony",3,"60+"
"2821",71409.95172,26,"3","18","7",121521.653,"Acer",1,"<40"
"2822",70474.81601,65,"3","14","7",326629.5112,"Acer",3,"60+"
"2823",94096.42251,74,"4","16","0",425943.1975,"Sony",3,"60+"
"2824",118138.6908,56,"2","12","4",310889.4644,"Acer",2,"40-60"
"2825",150000,66,"2","3","3",255967.7971,"Sony",3,"60+"
"2826",120788.3861,72,"1","1","8",79710.14053,"Sony",3,"60+"
"2827",29543.99606,77,"4","19","0",189796.2916,"Acer",3,"60+"
"2828",60980.06702,23,"2","11","1",163083.4269,"Acer",1,"<40"
"2829",85275.02199,66,"2","11","8",102150.9577,"Sony",3,"60+"
"2830",130192.326,41,"4","10","8",456700.1584,"Sony",2,"40-60"
"2831",70431.97485,58,"1","7","6",472628.1449,"Acer",2,"40-60"
"2832",130869.5194,34,"3","7","5",46319.46098,"Sony",1,"<40"
"2833",24887.59698,62,"1","9","4",463160.0639,"Sony",3,"60+"
"2834",122307.898,76,"4","13","6",249919.2962,"Sony",3,"60+"
"2835",128802.7988,50,"0","16","6",484038.3879,"Sony",2,"40-60"
"2836",48131.3229,28,"2","6","8",144802.2899,"Sony",1,"<40"
"2837",70078.65725,27,"2","14","3",258023.7929,"Acer",1,"<40"
"2838",95871.89108,38,"1","5","3",478077.9856,"Acer",1,"<40"
"2839",141055.5025,53,"0","17","3",148209.0721,"Sony",2,"40-60"
"2840",104935.8939,70,"0","15","0",356793.5743,"Sony",3,"60+"
"2841",96123.45131,54,"2","7","7",303557.6307,"Acer",2,"40-60"
"2842",105277.6527,75,"0","7","1",92758.35453,"Sony",3,"60+"
"2843",30356.34252,56,"2","8","5",359628.4838,"Sony",2,"40-60"
"2844",75042.65596,61,"2","1","0",361558.3354,"Acer",3,"60+"
"2845",150000,75,"0","3","4",203763.3559,"Sony",3,"60+"
"2846",77216.61098,49,"1","15","2",11979.87759,"Sony",2,"40-60"
"2847",61907.59939,27,"0","20","5",61684.81322,"Acer",1,"<40"
"2848",23923.15156,73,"4","11","0",184037.2229,"Acer",3,"60+"
"2849",25762.70642,75,"4","3","7",250422.9268,"Acer",3,"60+"
"2850",99244.19912,69,"4","19","6",310066.2564,"Sony",3,"60+"
"2851",150000,28,"0","11","7",31333.65278,"Sony",1,"<40"
"2852",26400.39437,59,"0","2","5",366536.9279,"Sony",2,"40-60"
"2853",46971.0096,42,"0","19","2",46719.62197,"Sony",2,"40-60"
"2854",142202.4762,29,"4","1","2",208980.6996,"Sony",1,"<40"
"2855",89160.64635,28,"3","8","3",307782.4957,"Acer",1,"<40"
"2856",141999.8661,54,"2","11","0",38824.7305,"Sony",2,"40-60"
"2857",39683.05478,38,"3","13","7",335444.9478,"Sony",1,"<40"
"2858",58510.43161,80,"0","4","6",178746.0572,"Acer",3,"60+"
